research_id,university,title,matched_terms,selected
http://hdl.handle.net/10754/690403,KAUST,Recent Advancements in Reconfigurable mmWave Devices Based on Phase-Change and Metal Insulator Transition Materials,,False
http://hdl.handle.net/10754/690400,KAUST,Fouling of Polyalkylmethylsiloxane Composite Membranes during Pervaporation Separation of ABE-Fermentation Mixtures,,False
http://hdl.handle.net/10754/669090,KAUST,Multigateway precoded NOMA in multibeam satellite multicast systems,,False
http://hdl.handle.net/10754/690351,KAUST,Semantic Segmentation of Mesoscale Eddies in the Arabian Sea: A Deep Learning Approach,deep learning; neural network,True
http://hdl.handle.net/10754/690349,KAUST,Abiotic selection of microbial genome size in the global ocean,,False
http://hdl.handle.net/10754/690347,KAUST,"Assessing the Built Environment’s Reflectivity, Flexibility, Resourcefulness, and Rapidity Resilience Qualities against Climate Change Impacts from the Perspective of Different Stakeholders",,False
http://hdl.handle.net/10754/690346,KAUST,Synthetic biology open language (SBOL) version 3.1.0,,False
http://hdl.handle.net/10754/690342,KAUST,Differential susceptibility of Red Sea Pocilloporidae corals to UVB highlights photoacclimation potential,,False
http://hdl.handle.net/10754/687547,KAUST,Down-converting luminescent optoelectronics and their applications,,False
http://hdl.handle.net/10754/676616,KAUST,Future projection of the African easterly waves in a high-resolution atmospheric general circulation model,,False
http://hdl.handle.net/10754/690309,KAUST,Process optimization and simulation of biodiesel synthesis from waste cooking oil through supercritical transesterification reaction without catalyst,,False
http://hdl.handle.net/10754/690252,KAUST,Mathematical Channel Modeling of Electromagnetic Waves in Biological Tissues for Wireless Body Communication,,False
http://hdl.handle.net/10754/690251,KAUST,"Salt-Tolerant Plants, Halophytes, as Renewable Natural Resources for Cancer Prevention and Treatment: Roles of Phenolics and Flavonoids in Immunomodulation and Suppression of Oxidative Stress towards Cancer Management",,False
http://hdl.handle.net/10754/690250,KAUST,A highly efficient broadband multi-functional metaplate,,False
http://hdl.handle.net/10754/690249,KAUST,Two-dimensional borocarbonitrides for photocatalysis and photovoltaics,,False
http://hdl.handle.net/10754/690248,KAUST,Impact of electrochemically generated iron on the performance of an anaerobic wastewater treatment process.,,False
http://hdl.handle.net/10754/690243,KAUST,Machine learning accelerated approach to infer nuclear magnetic resonance porosity for a middle eastern carbonate reservoir.,machine learning; neural network,True
http://hdl.handle.net/10754/690242,KAUST,Copper Organometallic Iodide Arrays for Efficient X-ray Imaging Scintillators,,False
http://hdl.handle.net/10754/690241,KAUST,An Effective Security Scheme for Attacks on Sample Value Messages in IEC 61850 Automated Substations,cybersecurity,True
http://hdl.handle.net/10754/690211,KAUST,In vitro and in silico evaluations of actinomycin X2and actinomycin D as potent anti-tuberculosis agents,,False
http://hdl.handle.net/10754/690176,KAUST,Salts as Additives: A Route to Improve Performance and Stability of n-Type Organic Electrochemical Transistors,,False
http://hdl.handle.net/10754/685768,KAUST,Dominance of Smartphone Exposure in 5G Mobile Networks,,False
http://hdl.handle.net/10754/690173,KAUST,Recent Advances in Nanomaterials Used for Wearable Electronics,internet of things; iot,True
http://hdl.handle.net/10754/690171,KAUST,Diabetic cardiomyopathy: The role of microRNAs and long non-coding RNAs,,False
http://hdl.handle.net/10754/690150,KAUST,"Inventions, innovations, and new technologies: Solar Desalination",,False
http://hdl.handle.net/10754/690113,KAUST,Adsorption-based capture of iodine and organic iodides: status and challenges,,False
http://hdl.handle.net/10754/690111,KAUST,A thermophilic chemolithoautotrophic bacterial consortium suggests a mutual relationship between bacteria in extreme oligotrophic environments,,False
http://hdl.handle.net/10754/690110,KAUST,"A comparison of para, meta, and ortho-carborane centred non-fullerene acceptors for organic solar cells",,False
http://hdl.handle.net/10754/690109,KAUST,Shallow Seafloor Sediments: Density and Shear Wave Velocity,,False
http://hdl.handle.net/10754/690074,KAUST,Reagent prediction with a molecular transformer improves reaction data quality,,False
http://hdl.handle.net/10754/690073,KAUST,Saudi Arabian basalt/CO2/brine wettability: Implications for CO2 geo-storage,,False
http://hdl.handle.net/10754/686095,KAUST,Computational network analysis of host genetic risk variants of severe COVID-19.,,False
http://hdl.handle.net/10754/690063,KAUST,Disparate population and holobiont structure of pocilloporid corals across the Red Sea gradient demonstrate species-specific evolutionary trajectories,,False
http://hdl.handle.net/10754/690062,KAUST,Using standardized fish-specific autonomous reef monitoring structures ( FARMS ) to quantify cryptobenthic fish communities,,False
http://hdl.handle.net/10754/690060,KAUST,The role of three-dimensional fault interactions in creating complex seismic sequences,,False
http://hdl.handle.net/10754/690055,KAUST,Research on the differential tectonic-thermal evolution of Longmaxi shale in the southern Sichuan Basin,,False
http://hdl.handle.net/10754/689998,KAUST,Ultrastructural and proteomic evidence for the presence of a putative nucleolus in an Archaeon,,False
http://hdl.handle.net/10754/689996,KAUST,Applications of deep learning in understanding gene regulation,deep learning,True
http://hdl.handle.net/10754/689995,KAUST,Microstructure-driven annihilation effects and dispersive excited state dynamics in solid-state films of a model sensitizer for photon energy up-conversion applications,,False
http://hdl.handle.net/10754/689994,KAUST,A comprehensive characterization of agronomic and end-use quality phenotypes across a quinoa world core collection,,False
http://hdl.handle.net/10754/689989,KAUST,Crosslinking of Branched PIM-1 and PIM-Py Membranes for Recovery of Toluene from Dimethyl Sulfoxide by Pervaporation,,False
http://hdl.handle.net/10754/689988,KAUST,In-situ forming dynamic covalently crosslinked nanofibers with one-pot closed-loop recyclability,,False
http://hdl.handle.net/10754/689987,KAUST,Mitigating the ecological collapse of coral reef ecosystems,,False
http://hdl.handle.net/10754/689986,KAUST,Genetic Variants in Protein Tyrosine Phosphatase Non-Receptor Type 23 Are Responsible for Mesiodens Formation,,False
http://hdl.handle.net/10754/689982,KAUST,Climate warming erodes tropical reef habitat through frequency and intensity of episodic hypoxia,,False
http://hdl.handle.net/10754/689981,KAUST,Elucidating the rate-determining step of ammonia decomposition on Ru-based catalysts using ab initio-grounded microkinetic modeling,,False
http://hdl.handle.net/10754/689980,KAUST,Pore-scale simulation of gas displacement after water flooding using three-phase lattice Boltzmann method,,False
http://hdl.handle.net/10754/689970,KAUST,Non-linear INAR(1) processes under an alternative geometric thinning operator,,False
http://hdl.handle.net/10754/689969,KAUST,"Modeling-aided coupling of catalysts, conditions, membranes, and reactors for efficient hydrogen production from ammonia",,False
http://hdl.handle.net/10754/689968,KAUST,"Medicinal chemistry perspective of pyrido[2,3-d]pyrimidines as anticancer agents",,False
http://hdl.handle.net/10754/689938,KAUST,New insights on the cardiovascular effects of IGF-1,,False
http://hdl.handle.net/10754/689910,KAUST,Treatment of Fly-Ash-Contaminated Wastewater Loaded with Heavy Metals by Using Fly-Ash-Synthesized Iron Oxide Nanoparticles,,False
http://hdl.handle.net/10754/689909,KAUST,Experimental and modelling study of syngas combustion in CO2 bath gas,,False
http://hdl.handle.net/10754/689908,KAUST,Prediction of particulate fouling in full-scale reverse osmosis plants using the modified fouling index – ultrafiltration (MFI-UF) method,,False
http://hdl.handle.net/10754/685829,KAUST,Atypical stability of exsolved Ni-Fe alloy nanoparticles on double layered perovskite for CO2 dry reforming of methane,,False
http://hdl.handle.net/10754/689905,KAUST,Bimetallic Fe-Co catalysts for the one step selective hydrogenation of CO2to liquid hydrocarbons,,False
http://hdl.handle.net/10754/680001,KAUST,PdZn/ZrO2+SAPO-34 bifunctional catalyst for CO2 conversion: Further insights by spectroscopic characterization,,False
http://hdl.handle.net/10754/689842,KAUST,miR-34c-3p Regulates Protein Kinase A Activity Independent of cAMP by Dicing prkar2b Transcripts in Theileria annulata-Infected Leukocytes,,False
http://hdl.handle.net/10754/689841,KAUST,Elucidating the photodissociation fingerprint and quantifying the determination of organic hydroperoxides in gas-phase autoxidation,,False
http://hdl.handle.net/10754/689840,KAUST,Recognizing the Shape and Size of Tundra Lakes in Synthetic Aperture Radar (SAR) Images Using Deep Learning Segmentation,deep learning,True
http://hdl.handle.net/10754/681242,KAUST,Conical focusing: mechanism for singular jetting from collapsing drop-impact craters,,False
http://hdl.handle.net/10754/689836,KAUST,"Poly(ε-Caprolactone)-Poly(Ethylene Glycol) Tri-Block Copolymer as Quercetin Delivery System for Human Colorectal Carcinoma Cells: Synthesis, Characterization and In Vitro Study",,False
http://hdl.handle.net/10754/689835,KAUST,(LaCrO3)m/SrCrO3 superlattices as transparent p-type semiconductors with finite magnetization,,False
http://hdl.handle.net/10754/689160,KAUST,Background signals in stimulated Raman scattering microscopy and current solutions to avoid them,,False
http://hdl.handle.net/10754/689159,KAUST,"Supercritical carbon dioxide extraction of oils from Andean lupin beans: Lab-scale performance, process scale-up, and economic evaluation",,False
http://hdl.handle.net/10754/689158,KAUST,Graphene-Like Monoelemental 2D Materials for Perovskite Solar Cells,,False
http://hdl.handle.net/10754/686308,KAUST,Low-pressure ethylene/air laminar premixed flames: characterisations and soot diagnostics,,False
http://hdl.handle.net/10754/679868,KAUST,Maximizing Active Fe Species in ZSM-5 Zeolite Using Organic-Template-Free Synthesis for Efficient Selective Methane Oxidation,,False
http://hdl.handle.net/10754/689152,KAUST,Gene Editing of Primary Rhesus Macaque B Cells,,False
http://hdl.handle.net/10754/680166,KAUST,A Time Domain Volume Integral Equation Solver to Analyze Electromagnetic Scattering from Nonlinear Dielectric Objects,,False
http://hdl.handle.net/10754/686578,KAUST,Invisible touch sensors-based smart and disposable door locking system for security applications,,False
http://hdl.handle.net/10754/689139,KAUST,Linker histone H1 modulates defense priming and immunity in plants,,False
http://hdl.handle.net/10754/679783,KAUST,Elucidating the promoting role of Ca on PdZn/CeO2 catalyst for CO2 valorization to methanol,,False
http://hdl.handle.net/10754/689089,KAUST,Emerging Two-Dimensional Materials-Based Electrochemical Sensors for Human Health and Environment Applications,,False
http://hdl.handle.net/10754/688981,KAUST,Synthesis and Characterization of Well-Defined High-Molecular-Weight PDLA-b-PLLA and PDLA-b-PLLA-b-PDLA Stereo-Block Copolymers,,False
http://hdl.handle.net/10754/688475,KAUST,"FrangiPANe, a tool for creating a panreference using left behind reads",,False
http://hdl.handle.net/10754/688192,KAUST,Influence of organics and gas mixing on hydrogen/brine and methane/brine wettability using Jordanian oil shale rocks: Implications for hydrogen geological storage,,False
http://hdl.handle.net/10754/688188,KAUST,Tunable Photoinduced Charge Transfer at the Interface between Benzoselenadiazole-Based MOF Linkers and Thermally Activated Delayed Fluorescence Chromophore,,False
http://hdl.handle.net/10754/688186,KAUST,Spray-Deposited Aluminum-Doped Zinc Oxide as an Efficient Electron Transport Layer for Inverted Organic Solar Cells,,False
http://hdl.handle.net/10754/688184,KAUST,Where land meets sea: Intertidal areas as key-habitats for sharks and rays,,False
http://hdl.handle.net/10754/688179,KAUST,SHQ1-associated neurodevelopmental disorder: Report of the first homozygous variant in unrelated patients and review of the literature.,,False
http://hdl.handle.net/10754/687337,KAUST,Molecular Bridges Link Monolayers of Hexagonal Boron Nitride during Dielectric Breakdown,,False
http://hdl.handle.net/10754/688167,KAUST,Three-dimensional simulation of wormhole propagation in fractured-vuggy carbonate rocks during acidization,,False
http://hdl.handle.net/10754/688164,KAUST,Enzyme adaptation to habitat thermal legacy shapes the thermal plasticity of marine microbiomes,,False
http://hdl.handle.net/10754/688158,KAUST,Decoding Algorithms and HW Strategies to Mitigate Uncertainties in a PCM-Based Analog Encoder for Compressed Sensing,deep learning,True
http://hdl.handle.net/10754/688157,KAUST,Quantification of Methylisothiazolinone and Methylchloroisothiazolinone Preservatives by High-Performance Liquid Chromatography,,False
http://hdl.handle.net/10754/688156,KAUST,Disturbance of primary producer communities disrupts the thermal limits of the associated aquatic fauna.,,False
http://hdl.handle.net/10754/688155,KAUST,Oxy-methane combustion characteristics in a vertical porous plate reactor,,False
http://hdl.handle.net/10754/674927,KAUST,State-dependent importance sampling for estimating expectations of functionals of sums of independent random variables,,False
http://hdl.handle.net/10754/688150,KAUST,How does heat stress affect sponge microbiomes? Structure and resilience of microbial communities of marine sponges from different habitats,,False
http://hdl.handle.net/10754/688146,KAUST,Assessing the impact of climate conditions on the distribution of mosquito species in Qatar,,False
http://hdl.handle.net/10754/688145,KAUST,Direct analysis at temporal and molecular level of deactivating coke species formed on zeolite catalysts with diverse pore topologies,,False
http://hdl.handle.net/10754/688144,KAUST,"High-temperature mid-IR absorption and reaction kinetics of 2-methyl-1,3-dioxolane: An experimental and theoretical study",,False
http://hdl.handle.net/10754/688143,KAUST,"Sexual dimorphism in corallite size and modularity of a broadcast spawning coral, Porites lobata",,False
http://hdl.handle.net/10754/688140,KAUST,Compressed air seesaw energy storage: A solution for long-term electricity storage,,False
http://hdl.handle.net/10754/674928,KAUST,Decision Trees for Binary Subword-Closed Languages,,False
http://hdl.handle.net/10754/688040,KAUST,Growth of Large-Sized 2D Ultrathin SnSe Crystals with In-Plane Ferroelectricity,,False
http://hdl.handle.net/10754/688038,KAUST,"A Fouling Comparison Study of Algal, Bacterial and Humic Organic Matters in Seawater Desalination Pretreatment Using Ceramic UF Membranes",,False
http://hdl.handle.net/10754/688036,KAUST,Uncertainty quantification and optimization method applied to time-continuous geothermal energy extraction,,False
http://hdl.handle.net/10754/688034,KAUST,"Smart Energy Meters for Smart Grids, an Internet of Things Perspective",internet of things; iot,True
http://hdl.handle.net/10754/688018,KAUST,One-Pot Synthesis of CO2-Based Polylactide-b-Poly(ether carbonate)-b-Polylactide Triblock Copolymers and Their Mechanical Properties,,False
http://hdl.handle.net/10754/688014,KAUST,A wheat kinase and immune receptor form host-specificity barriers against the blast fungus.,,False
http://hdl.handle.net/10754/688013,KAUST,Quasilinear Polyglycidols by Triethyborane-Controlled Anionic Polymerization of Unprotected Glycidol,,False
http://hdl.handle.net/10754/688010,KAUST,Aging Effects on the Exciton Relaxation and Diffusion Processes in CsPbBr3 Nanocrystals,,False
http://hdl.handle.net/10754/688006,KAUST,Modeling frictional precursory phenomena using a wear-based rate- and state-dependent friction model in the laboratory,,False
http://hdl.handle.net/10754/687822,KAUST,Nitrogen Containing Heterocycles as Anticancer Agents: A Medicinal Chemistry Perspective,,False
http://hdl.handle.net/10754/687932,KAUST,NMR-Based Metabolomics: A New Paradigm to Unravel Defense-Related Metabolites in Insect-Resistant Cotton Variety through Different Multivariate Data Analysis Approaches,machine learning; deep learning; neural networks,True
http://hdl.handle.net/10754/687824,KAUST,Approximations of algorithmic and structural complexity validate cognitive-behavioral experimental results,artificial intelligence,True
http://hdl.handle.net/10754/687823,KAUST,"A previously unidentified fault revealed by the February 25, 2022 (Mw 6.1) Pasaman Earthquake, West Sumatra, Indonesia",,False
http://hdl.handle.net/10754/687821,KAUST,"Aerobic respiration, biochemical composition, and glycolytic responses to ultraviolet radiation in jellyfish Cassiopea sp",,False
